StartTime,EndTime,HydroPowerProduction
03/02/2023 13:40,03/02/2023 13:40,2163.8
03/02/2023 13:43,03/02/2023 13:43,2166
03/02/2023 13:46,03/02/2023 13:46,2169.2
03/02/2023 13:49,03/02/2023 13:49,2162
03/02/2023 13:52,03/02/2023 13:52,2168.3
03/02/2023 13:55,03/02/2023 13:55,2159.7
03/02/2023 13:58,03/02/2023 13:58,2136.7
03/02/2023 14:01,03/02/2023 14:01,2124
03/02/2023 14:04,03/02/2023 14:04,2134.3
03/02/2023 14:07,03/02/2023 14:07,2114.7
03/02/2023 14:10,03/02/2023 14:10,2114.3
03/02/2023 14:13,03/02/2023 14:13,2119.5
03/02/2023 14:16,03/02/2023 14:16,2155.5
03/02/2023 14:19,03/02/2023 14:19,2150
03/02/2023 14:22,03/02/2023 14:22,2147.7
03/02/2023 14:25,03/02/2023 14:25,2138.2
03/02/2023 14:28,03/02/2023 14:28,2147.8
03/02/2023 14:31,03/02/2023 14:31,2139.8
03/02/2023 14:34,03/02/2023 14:34,2154.3
03/02/2023 14:37,03/02/2023 14:37,2151.5
03/02/2023 14:40,03/02/2023 14:40,2151.7
03/02/2023 14:43,03/02/2023 14:43,2140.5
03/02/2023 14:46,03/02/2023 14:46,2140.2
03/02/2023 14:49,03/02/2023 14:49,2140.7
03/02/2023 14:52,03/02/2023 14:52,2117.9
03/02/2023 14:55,03/02/2023 14:55,1998.4
03/02/2023 14:58,03/02/2023 14:58,1976.5
03/02/2023 15:01,03/02/2023 15:01,1952.8
03/02/2023 15:04,03/02/2023 15:04,1939
03/02/2023 15:07,03/02/2023 15:07,1937
03/02/2023 15:10,03/02/2023 15:10,1920.2
03/02/2023 15:13,03/02/2023 15:13,1921.8
03/02/2023 15:16,03/02/2023 15:16,1927.5
03/02/2023 15:19,03/02/2023 15:19,1919.3
03/02/2023 15:22,03/02/2023 15:22,1951.3
03/02/2023 15:25,03/02/2023 15:25,1951.2
03/02/2023 15:28,03/02/2023 15:28,1951.8
03/02/2023 15:31,03/02/2023 15:31,1952.8
03/02/2023 15:34,03/02/2023 15:34,1958.5
03/02/2023 15:37,03/02/2023 15:37,1963.3
03/02/2023 15:40,03/02/2023 15:40,1962.7
03/02/2023 15:43,03/02/2023 15:43,1965
03/02/2023 15:46,03/02/2023 15:46,1967
03/02/2023 15:49,03/02/2023 15:49,1957.3
03/02/2023 15:52,03/02/2023 15:52,1948
03/02/2023 15:55,03/02/2023 15:55,1945.3
03/02/2023 15:58,03/02/2023 15:58,1937.7
03/02/2023 16:01,03/02/2023 16:01,1920.2
03/02/2023 16:04,03/02/2023 16:04,1963.7
03/02/2023 16:07,03/02/2023 16:07,1910.2
03/02/2023 16:10,03/02/2023 16:10,1923.8
03/02/2023 16:13,03/02/2023 16:13,1937.5
03/02/2023 16:16,03/02/2023 16:16,1964.5
03/02/2023 16:19,03/02/2023 16:19,1973.5
03/02/2023 16:22,03/02/2023 16:22,1979.3
03/02/2023 16:25,03/02/2023 16:25,1983
03/02/2023 16:28,03/02/2023 16:28,1989
03/02/2023 16:31,03/02/2023 16:31,1979.5
03/02/2023 16:34,03/02/2023 16:34,1962.8
03/02/2023 16:37,03/02/2023 16:37,1948.2
03/02/2023 16:40,03/02/2023 16:40,1941.7
03/02/2023 16:43,03/02/2023 16:43,1937.5
03/02/2023 16:46,03/02/2023 16:46,1952
03/02/2023 16:49,03/02/2023 16:49,1945.2
03/02/2023 16:52,03/02/2023 16:52,1944.3
03/02/2023 16:55,03/02/2023 16:55,1961.7
03/02/2023 16:58,03/02/2023 16:58,1996
03/02/2023 17:01,03/02/2023 17:01,2023.7
03/02/2023 17:04,03/02/2023 17:04,2033.8
03/02/2023 17:07,03/02/2023 17:07,2049.8
03/02/2023 17:10,03/02/2023 17:10,2055.6
03/02/2023 17:13,03/02/2023 17:13,2055.7
03/02/2023 17:16,03/02/2023 17:16,2051.5
03/02/2023 17:19,03/02/2023 17:19,2064.5
03/02/2023 17:22,03/02/2023 17:22,2060.8
03/02/2023 17:25,03/02/2023 17:25,2064.8
03/02/2023 17:28,03/02/2023 17:28,2075.8
03/02/2023 17:31,03/02/2023 17:31,2070.8
03/02/2023 17:34,03/02/2023 17:34,2052
03/02/2023 17:37,03/02/2023 17:37,2051
03/02/2023 17:40,03/02/2023 17:40,2051.5
03/02/2023 17:43,03/02/2023 17:43,2050.5
03/02/2023 17:46,03/02/2023 17:46,2051
03/02/2023 17:49,03/02/2023 17:49,2024.6
03/02/2023 17:52,03/02/2023 17:52,2045
03/02/2023 17:55,03/02/2023 17:55,2058
03/02/2023 17:58,03/02/2023 17:58,2076.8
03/02/2023 18:01,03/02/2023 18:01,2078.5
03/02/2023 18:04,03/02/2023 18:04,2049
03/02/2023 18:07,03/02/2023 18:07,2056.5
03/02/2023 18:10,03/02/2023 18:10,2071
03/02/2023 18:13,03/02/2023 18:13,2087.2
03/02/2023 18:16,03/02/2023 18:16,2084.8
03/02/2023 18:19,03/02/2023 18:19,2073.5
03/02/2023 18:22,03/02/2023 18:22,2069.3
03/02/2023 18:25,03/02/2023 18:25,2083.8
03/02/2023 18:28,03/02/2023 18:28,2087.2
03/02/2023 18:31,03/02/2023 18:31,2077.4
03/02/2023 18:34,03/02/2023 18:34,2067.2
03/02/2023 18:37,03/02/2023 18:37,2057.3
03/02/2023 18:40,03/02/2023 18:40,2055.5
03/02/2023 18:43,03/02/2023 18:43,2048.2
03/02/2023 18:46,03/02/2023 18:46,2051.7
03/02/2023 18:49,03/02/2023 18:49,2054
03/02/2023 18:52,03/02/2023 18:52,2061.5
03/02/2023 18:55,03/02/2023 18:55,2059.2
03/02/2023 18:58,03/02/2023 18:58,2083.5
03/02/2023 19:01,03/02/2023 19:01,2086.3
03/02/2023 19:04,03/02/2023 19:04,2054.2
03/02/2023 19:07,03/02/2023 19:07,2046.2
03/02/2023 19:10,03/02/2023 19:10,2060.7
03/02/2023 19:13,03/02/2023 19:13,2017.2
03/02/2023 19:16,03/02/2023 19:16,2002.7
03/02/2023 19:19,03/02/2023 19:19,1980.5
03/02/2023 19:22,03/02/2023 19:22,1973.2
03/02/2023 19:25,03/02/2023 19:25,1989.2
03/02/2023 19:28,03/02/2023 19:28,1991
03/02/2023 19:31,03/02/2023 19:31,2019.6
03/02/2023 19:34,03/02/2023 19:34,2022.3
03/02/2023 19:37,03/02/2023 19:37,2026.3
03/02/2023 19:40,03/02/2023 19:40,2018.2
03/02/2023 19:43,03/02/2023 19:43,1996.5
03/02/2023 19:46,03/02/2023 19:46,1990.8
03/02/2023 19:49,03/02/2023 19:49,2004.3
03/02/2023 19:52,03/02/2023 19:52,2012.2
03/02/2023 19:55,03/02/2023 19:55,2007.8
03/02/2023 19:58,03/02/2023 19:58,2025.8
03/02/2023 20:01,03/02/2023 20:01,2039.8
03/02/2023 20:04,03/02/2023 20:04,1994
03/02/2023 20:07,03/02/2023 20:07,2109.5
03/02/2023 20:10,03/02/2023 20:10,2153.1
03/02/2023 20:13,03/02/2023 20:13,2174.7
03/02/2023 20:16,03/02/2023 20:16,2176.3
03/02/2023 20:19,03/02/2023 20:19,2170.2
03/02/2023 20:22,03/02/2023 20:22,2164.3
03/02/2023 20:25,03/02/2023 20:25,2165.3
03/02/2023 20:28,03/02/2023 20:28,2151.8
03/02/2023 20:31,03/02/2023 20:31,2149.5
03/02/2023 20:34,03/02/2023 20:34,2148
03/02/2023 20:37,03/02/2023 20:37,2156.8
03/02/2023 20:40,03/02/2023 20:40,2181.5
03/02/2023 20:43,03/02/2023 20:43,2173
03/02/2023 20:46,03/02/2023 20:46,2151
03/02/2023 20:49,03/02/2023 20:49,2178
03/02/2023 20:52,03/02/2023 20:52,2170.7
03/02/2023 20:55,03/02/2023 20:55,2160.3
03/02/2023 20:58,03/02/2023 20:58,2157.7
03/02/2023 21:01,03/02/2023 21:01,2143.8
03/02/2023 21:04,03/02/2023 21:04,2145.7
03/02/2023 21:07,03/02/2023 21:07,2133
03/02/2023 21:10,03/02/2023 21:10,2132.3
03/02/2023 21:13,03/02/2023 21:13,2120.3
03/02/2023 21:16,03/02/2023 21:16,2100.3
03/02/2023 21:19,03/02/2023 21:19,2106.2
03/02/2023 21:22,03/02/2023 21:22,2070.5
03/02/2023 21:25,03/02/2023 21:25,2069.5
03/02/2023 21:28,03/02/2023 21:28,2074.8
03/02/2023 21:31,03/02/2023 21:31,2068.5
03/02/2023 21:34,03/02/2023 21:34,2070.5
03/02/2023 21:37,03/02/2023 21:37,2070
03/02/2023 21:40,03/02/2023 21:40,2065.7
03/02/2023 21:43,03/02/2023 21:43,2050
03/02/2023 21:46,03/02/2023 21:46,2048.5
03/02/2023 21:49,03/02/2023 21:49,2056.2
03/02/2023 21:52,03/02/2023 21:52,2042.7
03/02/2023 21:55,03/02/2023 21:55,2023
03/02/2023 21:58,03/02/2023 21:58,2011.5
03/02/2023 22:01,03/02/2023 22:01,1984.3
03/02/2023 22:04,03/02/2023 22:04,2021.5
03/02/2023 22:07,03/02/2023 22:07,1981.4
03/02/2023 22:10,03/02/2023 22:10,1963.5
03/02/2023 22:13,03/02/2023 22:13,1944
03/02/2023 22:16,03/02/2023 22:16,1971.8
03/02/2023 22:19,03/02/2023 22:19,1976.8
03/02/2023 22:22,03/02/2023 22:22,1966.5
03/02/2023 22:25,03/02/2023 22:25,1955.3
03/02/2023 22:28,03/02/2023 22:28,1961.7
03/02/2023 22:31,03/02/2023 22:31,1956.2
03/02/2023 22:34,03/02/2023 22:34,1952.5
03/02/2023 22:37,03/02/2023 22:37,1943.3
03/02/2023 22:40,03/02/2023 22:40,1933.4
03/02/2023 22:43,03/02/2023 22:43,1915.5
03/02/2023 22:46,03/02/2023 22:46,1925
03/02/2023 22:49,03/02/2023 22:49,1922
03/02/2023 22:52,03/02/2023 22:52,1917.2
03/02/2023 22:55,03/02/2023 22:55,1906.5
03/02/2023 22:58,03/02/2023 22:58,1883
03/02/2023 23:01,03/02/2023 23:01,1836.5
03/02/2023 23:04,03/02/2023 23:04,1812.7
03/02/2023 23:07,03/02/2023 23:07,1750.5
03/02/2023 23:10,03/02/2023 23:10,1701
03/02/2023 23:13,03/02/2023 23:13,1656.5
03/02/2023 23:16,03/02/2023 23:16,1653.5
03/02/2023 23:19,03/02/2023 23:19,1642.8
03/02/2023 23:22,03/02/2023 23:22,1641.8
03/02/2023 23:25,03/02/2023 23:25,1650.7
03/02/2023 23:28,03/02/2023 23:28,1644.2
03/02/2023 23:31,03/02/2023 23:31,1640.2
03/02/2023 23:34,03/02/2023 23:34,1639.7
03/02/2023 23:37,03/02/2023 23:37,1630.7
03/02/2023 23:40,03/02/2023 23:40,1634.3
03/02/2023 23:43,03/02/2023 23:43,1631.2
03/02/2023 23:46,03/02/2023 23:46,1628.8
03/02/2023 23:49,03/02/2023 23:49,1635
03/02/2023 23:52,03/02/2023 23:52,1635.2
03/02/2023 23:55,03/02/2023 23:55,1630
03/02/2023 23:58,03/02/2023 23:58,1650.3
04/02/2023 00:01,04/02/2023 00:01,1669.5
04/02/2023 00:04,04/02/2023 00:04,1681.3
04/02/2023 00:07,04/02/2023 00:07,1683.2
04/02/2023 00:10,04/02/2023 00:10,1684.3
04/02/2023 00:13,04/02/2023 00:13,1667.2
04/02/2023 00:16,04/02/2023 00:16,1672
04/02/2023 00:19,04/02/2023 00:19,1677.8
04/02/2023 00:22,04/02/2023 00:22,1674.5
04/02/2023 00:25,04/02/2023 00:25,1670.7
04/02/2023 00:28,04/02/2023 00:28,1677.3
04/02/2023 00:31,04/02/2023 00:31,1668.3
04/02/2023 00:34,04/02/2023 00:34,1666.7
04/02/2023 00:37,04/02/2023 00:37,1661
04/02/2023 00:40,04/02/2023 00:40,1648
04/02/2023 00:43,04/02/2023 00:43,1656.3
04/02/2023 00:46,04/02/2023 00:46,1654
04/02/2023 00:49,04/02/2023 00:49,1657.2
04/02/2023 00:52,04/02/2023 00:52,1657.3
04/02/2023 00:55,04/02/2023 00:55,1654.8
04/02/2023 00:58,04/02/2023 00:58,1650
04/02/2023 01:01,04/02/2023 01:01,1619.5
04/02/2023 01:04,04/02/2023 01:04,1635.8
04/02/2023 01:07,04/02/2023 01:07,1555.5
04/02/2023 01:10,04/02/2023 01:10,1541.8
04/02/2023 01:13,04/02/2023 01:13,1520.5
04/02/2023 01:16,04/02/2023 01:16,1529.2
04/02/2023 01:19,04/02/2023 01:19,1526.7
04/02/2023 01:22,04/02/2023 01:22,1522.5
04/02/2023 01:25,04/02/2023 01:25,1517.5
04/02/2023 01:28,04/02/2023 01:28,1517.7
04/02/2023 01:31,04/02/2023 01:31,1514.2
04/02/2023 01:34,04/02/2023 01:34,1507.2
04/02/2023 01:37,04/02/2023 01:37,1504
04/02/2023 01:40,04/02/2023 01:40,1503.8
04/02/2023 01:43,04/02/2023 01:43,1485.6
04/02/2023 01:46,04/02/2023 01:46,1468.3
04/02/2023 01:49,04/02/2023 01:49,1476.7
04/02/2023 01:52,04/02/2023 01:52,1444.7
04/02/2023 01:55,04/02/2023 01:55,1424.3
04/02/2023 01:58,04/02/2023 01:58,1400
04/02/2023 02:01,04/02/2023 02:01,1359.7
04/02/2023 02:04,04/02/2023 02:04,1356.8
04/02/2023 02:07,04/02/2023 02:07,1353
04/02/2023 02:10,04/02/2023 02:10,1349.7
04/02/2023 02:13,04/02/2023 02:13,1351.3
04/02/2023 02:16,04/02/2023 02:16,1343.8
04/02/2023 02:19,04/02/2023 02:19,1338.3
04/02/2023 02:22,04/02/2023 02:22,1329.3
04/02/2023 02:25,04/02/2023 02:25,1316.3
04/02/2023 02:28,04/02/2023 02:28,1289.8
04/02/2023 02:31,04/02/2023 02:31,1290.2
04/02/2023 02:34,04/02/2023 02:34,1274.2
04/02/2023 02:37,04/02/2023 02:37,1282.2
04/02/2023 02:40,04/02/2023 02:40,1278.3
04/02/2023 02:43,04/02/2023 02:43,1264.8
04/02/2023 02:46,04/02/2023 02:46,1257.7
04/02/2023 02:49,04/02/2023 02:49,1236
04/02/2023 02:52,04/02/2023 02:52,1240.7
04/02/2023 02:55,04/02/2023 02:55,1259
04/02/2023 02:58,04/02/2023 02:58,1239.5
04/02/2023 03:01,04/02/2023 03:01,1237.5
04/02/2023 03:04,04/02/2023 03:04,1232.2
04/02/2023 03:07,04/02/2023 03:07,1242.3
04/02/2023 03:10,04/02/2023 03:10,1258
04/02/2023 03:13,04/02/2023 03:13,1266.7
04/02/2023 03:16,04/02/2023 03:16,1270.2
04/02/2023 03:19,04/02/2023 03:19,1256
04/02/2023 03:22,04/02/2023 03:22,1259.1
04/02/2023 03:25,04/02/2023 03:25,1258.8
04/02/2023 03:28,04/02/2023 03:28,1251.5
04/02/2023 03:31,04/02/2023 03:31,1231.4
04/02/2023 03:34,04/02/2023 03:34,1216.3
04/02/2023 03:37,04/02/2023 03:37,1184.8
04/02/2023 03:40,04/02/2023 03:40,1171.3
04/02/2023 03:43,04/02/2023 03:43,1173.3
04/02/2023 03:46,04/02/2023 03:46,1174.5
04/02/2023 03:49,04/02/2023 03:49,1171.5
04/02/2023 03:52,04/02/2023 03:52,1171.7
04/02/2023 03:55,04/02/2023 03:55,1179.5
04/02/2023 03:58,04/02/2023 03:58,1178.5
04/02/2023 04:01,04/02/2023 04:01,1198
04/02/2023 04:04,04/02/2023 04:04,1189
04/02/2023 04:07,04/02/2023 04:07,1199.7
04/02/2023 04:10,04/02/2023 04:10,1209.5
04/02/2023 04:13,04/02/2023 04:13,1236.8
04/02/2023 04:16,04/02/2023 04:16,1242.7
04/02/2023 04:19,04/02/2023 04:19,1236
04/02/2023 04:22,04/02/2023 04:22,1239.3
04/02/2023 04:25,04/02/2023 04:25,1239.2
04/02/2023 04:28,04/02/2023 04:28,1238.8
04/02/2023 04:31,04/02/2023 04:31,1237.8
04/02/2023 04:34,04/02/2023 04:34,1246
04/02/2023 04:37,04/02/2023 04:37,1242.2
04/02/2023 04:40,04/02/2023 04:40,1240.5
04/02/2023 04:43,04/02/2023 04:43,1240.3
04/02/2023 04:46,04/02/2023 04:46,1236
04/02/2023 04:49,04/02/2023 04:49,1227
04/02/2023 04:52,04/02/2023 04:52,1217.7
04/02/2023 04:55,04/02/2023 04:55,1223.5
04/02/2023 04:58,04/02/2023 04:58,1228.5
04/02/2023 05:01,04/02/2023 05:01,1252.7
04/02/2023 05:04,04/02/2023 05:04,1264.8
04/02/2023 05:07,04/02/2023 05:07,1292
04/02/2023 05:10,04/02/2023 05:10,1366.5
04/02/2023 05:13,04/02/2023 05:13,1379.7
04/02/2023 05:16,04/02/2023 05:16,1395.5
04/02/2023 05:19,04/02/2023 05:19,1427.2
04/02/2023 05:22,04/02/2023 05:22,1425.5
04/02/2023 05:25,04/02/2023 05:25,1429.3
04/02/2023 05:28,04/02/2023 05:28,1435.8
04/02/2023 05:31,04/02/2023 05:31,1441
04/02/2023 05:34,04/02/2023 05:34,1436.8
04/02/2023 05:37,04/02/2023 05:37,1437
04/02/2023 05:40,04/02/2023 05:40,1455.7
04/02/2023 05:43,04/02/2023 05:43,1465.3
04/02/2023 05:46,04/02/2023 05:46,1469.8
04/02/2023 05:49,04/02/2023 05:49,1465
04/02/2023 05:52,04/02/2023 05:52,1489.4
04/02/2023 05:55,04/02/2023 05:55,1574.7
04/02/2023 05:58,04/02/2023 05:58,1609.7
04/02/2023 06:01,04/02/2023 06:01,1627.7
04/02/2023 06:04,04/02/2023 06:04,1625.3
04/02/2023 06:07,04/02/2023 06:07,1629.8
04/02/2023 06:10,04/02/2023 06:10,1633.3
04/02/2023 06:13,04/02/2023 06:13,1636.5
04/02/2023 06:16,04/02/2023 06:16,1635.2
04/02/2023 06:19,04/02/2023 06:19,1662
04/02/2023 06:22,04/02/2023 06:22,1671.7
04/02/2023 06:25,04/02/2023 06:25,1668.8
04/02/2023 06:28,04/02/2023 06:28,1669
04/02/2023 06:31,04/02/2023 06:31,1683.1
04/02/2023 06:34,04/02/2023 06:34,1681.3
04/02/2023 06:37,04/02/2023 06:37,1686.2
04/02/2023 06:40,04/02/2023 06:40,1691.7
04/02/2023 06:43,04/02/2023 06:43,1700.8
04/02/2023 06:46,04/02/2023 06:46,1701.8
04/02/2023 06:49,04/02/2023 06:49,1704.5
04/02/2023 06:52,04/02/2023 06:52,1707.5
04/02/2023 06:55,04/02/2023 06:55,1707.2
04/02/2023 06:58,04/02/2023 06:58,1729.3
04/02/2023 07:01,04/02/2023 07:01,1763
04/02/2023 07:04,04/02/2023 07:04,1782
04/02/2023 07:07,04/02/2023 07:07,1812.7
04/02/2023 07:10,04/02/2023 07:10,1814.8
04/02/2023 07:13,04/02/2023 07:13,1806.9
04/02/2023 07:16,04/02/2023 07:16,1836.8
04/02/2023 07:19,04/02/2023 07:19,1855.3
04/02/2023 07:22,04/02/2023 07:22,1853.3
04/02/2023 07:25,04/02/2023 07:25,1858.2
04/02/2023 07:28,04/02/2023 07:28,1872.7
04/02/2023 07:31,04/02/2023 07:31,1873
04/02/2023 07:34,04/02/2023 07:34,1870.8
04/02/2023 07:37,04/02/2023 07:37,1876.2
04/02/2023 07:40,04/02/2023 07:40,1876.5
04/02/2023 07:43,04/02/2023 07:43,1879.7
04/02/2023 07:46,04/02/2023 07:46,1877.3
04/02/2023 07:49,04/02/2023 07:49,1867.3
04/02/2023 07:52,04/02/2023 07:52,1870.7
04/02/2023 07:55,04/02/2023 07:55,1871
04/02/2023 07:58,04/02/2023 07:58,1892
04/02/2023 08:01,04/02/2023 08:01,1869.3
04/02/2023 08:04,04/02/2023 08:04,1865.2
04/02/2023 08:07,04/02/2023 08:07,1875.2
04/02/2023 08:10,04/02/2023 08:10,1871.6
04/02/2023 08:13,04/02/2023 08:13,1868
04/02/2023 08:16,04/02/2023 08:16,1873
04/02/2023 08:19,04/02/2023 08:19,1831.9
04/02/2023 08:22,04/02/2023 08:22,1841.5
04/02/2023 08:25,04/02/2023 08:25,1843.5
04/02/2023 08:28,04/02/2023 08:28,1841.8
04/02/2023 08:31,04/02/2023 08:31,1843.2
04/02/2023 08:34,04/02/2023 08:34,1847.2
04/02/2023 08:37,04/02/2023 08:37,1852.8
04/02/2023 08:40,04/02/2023 08:40,1861
04/02/2023 08:43,04/02/2023 08:43,1864.8
04/02/2023 08:46,04/02/2023 08:46,1856.3
04/02/2023 08:49,04/02/2023 08:49,1858
04/02/2023 08:52,04/02/2023 08:52,1866.5
04/02/2023 08:55,04/02/2023 08:55,1881.8
04/02/2023 08:58,04/02/2023 08:58,1922.1
04/02/2023 09:01,04/02/2023 09:01,1951.5
04/02/2023 09:04,04/02/2023 09:04,1938.2
04/02/2023 09:07,04/02/2023 09:07,1940
04/02/2023 09:10,04/02/2023 09:10,1945.2
04/02/2023 09:13,04/02/2023 09:13,1953.7
04/02/2023 09:16,04/02/2023 09:16,1961.3
04/02/2023 09:19,04/02/2023 09:19,1956.3
04/02/2023 09:22,04/02/2023 09:22,1962.7
04/02/2023 09:25,04/02/2023 09:25,1941.5
04/02/2023 09:28,04/02/2023 09:28,1962.2
04/02/2023 09:31,04/02/2023 09:31,1943.5
04/02/2023 09:34,04/02/2023 09:34,1943.3
04/02/2023 09:37,04/02/2023 09:37,1939
04/02/2023 09:40,04/02/2023 09:40,1945.7
04/02/2023 09:43,04/02/2023 09:43,1953.7
04/02/2023 09:46,04/02/2023 09:46,1950
04/02/2023 09:49,04/02/2023 09:49,1944
04/02/2023 09:52,04/02/2023 09:52,1933
04/02/2023 09:55,04/02/2023 09:55,1955.8
04/02/2023 09:58,04/02/2023 09:58,1977.5
04/02/2023 10:01,04/02/2023 10:01,2000.7
04/02/2023 10:04,04/02/2023 10:04,1975.5
04/02/2023 10:07,04/02/2023 10:07,1990.8
04/02/2023 10:10,04/02/2023 10:10,2018.3
04/02/2023 10:13,04/02/2023 10:13,2034.8
04/02/2023 10:16,04/02/2023 10:16,2037.5
04/02/2023 10:19,04/02/2023 10:19,2037.7
04/02/2023 10:22,04/02/2023 10:22,2054.3
04/02/2023 10:25,04/02/2023 10:25,2069
04/02/2023 10:28,04/02/2023 10:28,2075.2
04/02/2023 10:31,04/02/2023 10:31,2075.5
04/02/2023 10:34,04/02/2023 10:34,2095.7
04/02/2023 10:37,04/02/2023 10:37,2098.7
04/02/2023 10:40,04/02/2023 10:40,2097
04/02/2023 10:43,04/02/2023 10:43,2094.2
04/02/2023 10:46,04/02/2023 10:46,2089
04/02/2023 10:49,04/02/2023 10:49,2086
04/02/2023 10:52,04/02/2023 10:52,2087.3
04/02/2023 10:55,04/02/2023 10:55,2089.7
04/02/2023 10:58,04/02/2023 10:58,2095
04/02/2023 11:01,04/02/2023 11:01,2103.7
04/02/2023 11:04,04/02/2023 11:04,2085
04/02/2023 11:07,04/02/2023 11:07,2113.7
04/02/2023 11:10,04/02/2023 11:10,2130
04/02/2023 11:13,04/02/2023 11:13,2140.2
04/02/2023 11:16,04/02/2023 11:16,2151.8
04/02/2023 11:19,04/02/2023 11:19,2144.5
04/02/2023 11:22,04/02/2023 11:22,2125.5
04/02/2023 11:25,04/02/2023 11:25,2126.5
04/02/2023 11:28,04/02/2023 11:28,2119
04/02/2023 11:31,04/02/2023 11:31,2096.4
04/02/2023 11:34,04/02/2023 11:34,2103.5
04/02/2023 11:37,04/02/2023 11:37,2112.3
04/02/2023 11:40,04/02/2023 11:40,2117.8
04/02/2023 11:43,04/02/2023 11:43,2111.3
04/02/2023 11:46,04/02/2023 11:46,2113.3
04/02/2023 11:49,04/02/2023 11:49,2130.8
04/02/2023 11:52,04/02/2023 11:52,2126.5
04/02/2023 11:55,04/02/2023 11:55,2127
04/02/2023 11:58,04/02/2023 11:58,2138.5
04/02/2023 12:01,04/02/2023 12:01,2145.2
04/02/2023 12:04,04/02/2023 12:04,2161.3
04/02/2023 12:07,04/02/2023 12:07,2144.3
04/02/2023 12:10,04/02/2023 12:10,2131.5
04/02/2023 12:13,04/02/2023 12:13,2117.3
04/02/2023 12:16,04/02/2023 12:16,2119.2
04/02/2023 12:19,04/02/2023 12:19,2118
04/02/2023 12:22,04/02/2023 12:22,2114.8
04/02/2023 12:25,04/02/2023 12:25,2112.2
04/02/2023 12:28,04/02/2023 12:28,2105.7
04/02/2023 12:31,04/02/2023 12:31,2108
04/02/2023 12:34,04/02/2023 12:34,2099
04/02/2023 12:37,04/02/2023 12:37,2095.2
04/02/2023 12:40,04/02/2023 12:40,2107
04/02/2023 12:43,04/02/2023 12:43,2087.7
04/02/2023 12:46,04/02/2023 12:46,2093
04/02/2023 12:49,04/02/2023 12:49,2086.5
04/02/2023 12:52,04/02/2023 12:52,2085
04/02/2023 12:55,04/02/2023 12:55,2089
04/02/2023 12:58,04/02/2023 12:58,2100.8
04/02/2023 13:01,04/02/2023 13:01,2100.2
04/02/2023 13:04,04/02/2023 13:04,2092.9
04/02/2023 13:07,04/02/2023 13:07,2063
04/02/2023 13:10,04/02/2023 13:10,2061.2
04/02/2023 13:13,04/02/2023 13:13,2049.5
04/02/2023 13:16,04/02/2023 13:16,2049.3
04/02/2023 13:19,04/02/2023 13:19,2047.8
04/02/2023 13:22,04/02/2023 13:22,2042.2
04/02/2023 13:25,04/02/2023 13:25,2035.5
04/02/2023 13:28,04/02/2023 13:28,2037.3
04/02/2023 13:31,04/02/2023 13:31,2049.8
04/02/2023 13:34,04/02/2023 13:34,2036
04/02/2023 13:37,04/02/2023 13:37,2030.5
04/02/2023 13:40,04/02/2023 13:40,2023.2
04/02/2023 13:43,04/02/2023 13:43,2016.5
04/02/2023 13:46,04/02/2023 13:46,2016.2
04/02/2023 13:49,04/02/2023 13:49,2015.5
04/02/2023 13:52,04/02/2023 13:52,2031.7
04/02/2023 13:55,04/02/2023 13:55,2022.8
04/02/2023 13:58,04/02/2023 13:58,2019.5
04/02/2023 14:01,04/02/2023 14:01,2020.7
04/02/2023 14:04,04/02/2023 14:04,2031.5
04/02/2023 14:07,04/02/2023 14:07,2057.7
04/02/2023 14:10,04/02/2023 14:10,2061.7
04/02/2023 14:13,04/02/2023 14:13,2059.3
04/02/2023 14:16,04/02/2023 14:16,2051.2
04/02/2023 14:19,04/02/2023 14:19,2042.5
04/02/2023 14:22,04/02/2023 14:22,2038
04/02/2023 14:25,04/02/2023 14:25,2034.3
04/02/2023 14:28,04/02/2023 14:28,2045.8
04/02/2023 14:31,04/02/2023 14:31,2021.3
04/02/2023 14:34,04/02/2023 14:34,2019
04/02/2023 14:37,04/02/2023 14:37,2018.5
04/02/2023 14:40,04/02/2023 14:40,2022
04/02/2023 14:43,04/02/2023 14:43,2025.7
04/02/2023 14:46,04/02/2023 14:46,2031.7
04/02/2023 14:49,04/02/2023 14:49,2023.5
04/02/2023 14:52,04/02/2023 14:52,2017
04/02/2023 14:55,04/02/2023 14:55,2012.3
04/02/2023 14:58,04/02/2023 14:58,1990.5
04/02/2023 15:01,04/02/2023 15:01,1963.2
04/02/2023 15:04,04/02/2023 15:04,1976
04/02/2023 15:07,04/02/2023 15:07,2011.2
04/02/2023 15:10,04/02/2023 15:10,2041.2
04/02/2023 15:13,04/02/2023 15:13,2031.7
04/02/2023 15:16,04/02/2023 15:16,2026
04/02/2023 15:19,04/02/2023 15:19,2028.9
04/02/2023 15:22,04/02/2023 15:22,2018.7
04/02/2023 15:25,04/02/2023 15:25,2017.5
04/02/2023 15:28,04/02/2023 15:28,2011.7
04/02/2023 15:31,04/02/2023 15:31,2011.7
04/02/2023 15:34,04/02/2023 15:34,2009
04/02/2023 15:37,04/02/2023 15:37,2038.3
04/02/2023 15:40,04/02/2023 15:40,2042.3
04/02/2023 15:43,04/02/2023 15:43,2033.7
04/02/2023 15:46,04/02/2023 15:46,2024.7
04/02/2023 15:49,04/02/2023 15:49,2071.8
04/02/2023 15:52,04/02/2023 15:52,2094.8
