StartTime,EndTime,SolarPowerGeneration
24/04/2023 04:00,24/04/2023 05:00,0
24/04/2023 05:00,24/04/2023 06:00,0
24/04/2023 06:00,24/04/2023 07:00,8.8
24/04/2023 07:00,24/04/2023 08:00,40.7
24/04/2023 08:00,24/04/2023 09:00,78.3
24/04/2023 09:00,24/04/2023 10:00,118.3
24/04/2023 10:00,24/04/2023 11:00,220.1
24/04/2023 11:00,24/04/2023 12:00,302.1
24/04/2023 12:00,24/04/2023 13:00,349.7
24/04/2023 13:00,24/04/2023 14:00,365.9
24/04/2023 14:00,24/04/2023 15:00,346.6
24/04/2023 15:00,24/04/2023 16:00,336.5
24/04/2023 16:00,24/04/2023 17:00,280.8
24/04/2023 17:00,24/04/2023 18:00,199.6
24/04/2023 18:00,24/04/2023 19:00,128.4
24/04/2023 19:00,24/04/2023 20:00,66.8
24/04/2023 20:00,24/04/2023 21:00,6
24/04/2023 21:00,24/04/2023 22:00,0
24/04/2023 22:00,24/04/2023 23:00,0
24/04/2023 23:00,25/04/2023 00:00,0
25/04/2023 00:00,25/04/2023 01:00,0
25/04/2023 01:00,25/04/2023 02:00,0
25/04/2023 02:00,25/04/2023 03:00,0
25/04/2023 03:00,25/04/2023 04:00,0
25/04/2023 04:00,25/04/2023 05:00,0
25/04/2023 05:00,25/04/2023 06:00,0
25/04/2023 06:00,25/04/2023 07:00,19.9
25/04/2023 07:00,25/04/2023 08:00,61.5
25/04/2023 08:00,25/04/2023 09:00,105.8
25/04/2023 09:00,25/04/2023 10:00,156.7
25/04/2023 10:00,25/04/2023 11:00,225.9
25/04/2023 11:00,25/04/2023 12:00,351.1
25/04/2023 12:00,25/04/2023 13:00,352.1
25/04/2023 13:00,25/04/2023 14:00,375.3
25/04/2023 14:00,25/04/2023 15:00,330.5
25/04/2023 15:00,25/04/2023 16:00,305.7
25/04/2023 16:00,25/04/2023 17:00,261.4
25/04/2023 17:00,25/04/2023 18:00,200.2
25/04/2023 18:00,25/04/2023 19:00,132.7
25/04/2023 19:00,25/04/2023 20:00,76.2
25/04/2023 20:00,25/04/2023 21:00,4.8
25/04/2023 21:00,25/04/2023 22:00,0
25/04/2023 22:00,25/04/2023 23:00,0
25/04/2023 23:00,26/04/2023 00:00,0
26/04/2023 00:00,26/04/2023 01:00,0
26/04/2023 01:00,26/04/2023 02:00,0
26/04/2023 02:00,26/04/2023 03:00,0
26/04/2023 03:00,26/04/2023 04:00,0
26/04/2023 04:00,26/04/2023 05:00,0
26/04/2023 05:00,26/04/2023 06:00,0
26/04/2023 06:00,26/04/2023 07:00,27.9
26/04/2023 07:00,26/04/2023 08:00,87.2
26/04/2023 08:00,26/04/2023 09:00,143.8
26/04/2023 09:00,26/04/2023 10:00,209.4
26/04/2023 10:00,26/04/2023 11:00,256.5
26/04/2023 11:00,26/04/2023 12:00,296.7
26/04/2023 12:00,26/04/2023 13:00,328.7
26/04/2023 13:00,26/04/2023 14:00,338
26/04/2023 14:00,26/04/2023 15:00,311.9
26/04/2023 15:00,26/04/2023 16:00,255
26/04/2023 16:00,26/04/2023 17:00,220.2
26/04/2023 17:00,26/04/2023 18:00,160.3
26/04/2023 18:00,26/04/2023 19:00,101.3
26/04/2023 19:00,26/04/2023 20:00,46.8
26/04/2023 20:00,26/04/2023 21:00,3
26/04/2023 21:00,26/04/2023 22:00,0
26/04/2023 22:00,26/04/2023 23:00,0
26/04/2023 23:00,27/04/2023 00:00,0
27/04/2023 00:00,27/04/2023 01:00,0
27/04/2023 01:00,27/04/2023 02:00,0
27/04/2023 02:00,27/04/2023 03:00,0
27/04/2023 03:00,27/04/2023 04:00,0
27/04/2023 04:00,27/04/2023 05:00,0
27/04/2023 05:00,27/04/2023 06:00,0.1
27/04/2023 06:00,27/04/2023 07:00,21.7
27/04/2023 07:00,27/04/2023 08:00,65.5
27/04/2023 08:00,27/04/2023 09:00,109.8
27/04/2023 09:00,27/04/2023 10:00,153.3
27/04/2023 10:00,27/04/2023 11:00,191.1
27/04/2023 11:00,27/04/2023 12:00,290.4
27/04/2023 12:00,27/04/2023 13:00,300.5
27/04/2023 13:00,27/04/2023 14:00,316.6
27/04/2023 14:00,27/04/2023 15:00,221.5
27/04/2023 15:00,27/04/2023 16:00,213.3
27/04/2023 16:00,27/04/2023 17:00,184
27/04/2023 17:00,27/04/2023 18:00,154.2
27/04/2023 18:00,27/04/2023 19:00,108.8
27/04/2023 19:00,27/04/2023 20:00,62.6
27/04/2023 20:00,27/04/2023 21:00,12.9
27/04/2023 21:00,27/04/2023 22:00,0
27/04/2023 22:00,27/04/2023 23:00,0
27/04/2023 23:00,28/04/2023 00:00,0
28/04/2023 00:00,28/04/2023 01:00,0
28/04/2023 01:00,28/04/2023 02:00,0
28/04/2023 02:00,28/04/2023 03:00,0
28/04/2023 03:00,28/04/2023 04:00,0
28/04/2023 04:00,28/04/2023 05:00,0
28/04/2023 05:00,28/04/2023 06:00,0.2
28/04/2023 06:00,28/04/2023 07:00,36.3
28/04/2023 07:00,28/04/2023 08:00,102.6
28/04/2023 08:00,28/04/2023 09:00,175.1
28/04/2023 09:00,28/04/2023 10:00,255.6
28/04/2023 10:00,28/04/2023 11:00,312.7
28/04/2023 11:00,28/04/2023 12:00,376.2
28/04/2023 12:00,28/04/2023 13:00,403.2
28/04/2023 13:00,28/04/2023 14:00,417.2
28/04/2023 14:00,28/04/2023 15:00,369.6
28/04/2023 15:00,28/04/2023 16:00,314.1
28/04/2023 16:00,28/04/2023 17:00,268.1
28/04/2023 17:00,28/04/2023 18:00,220.3
28/04/2023 18:00,28/04/2023 19:00,147.1
28/04/2023 19:00,28/04/2023 20:00,82
28/04/2023 20:00,28/04/2023 21:00,17.3
28/04/2023 21:00,28/04/2023 22:00,0
28/04/2023 22:00,28/04/2023 23:00,0
28/04/2023 23:00,29/04/2023 00:00,0
29/04/2023 00:00,29/04/2023 01:00,0
29/04/2023 01:00,29/04/2023 02:00,0
29/04/2023 02:00,29/04/2023 03:00,0
29/04/2023 03:00,29/04/2023 04:00,0
29/04/2023 04:00,29/04/2023 05:00,0
29/04/2023 05:00,29/04/2023 06:00,0.4
29/04/2023 06:00,29/04/2023 07:00,36.1
29/04/2023 07:00,29/04/2023 08:00,104.8
29/04/2023 08:00,29/04/2023 09:00,174.3
29/04/2023 09:00,29/04/2023 10:00,257.5
29/04/2023 10:00,29/04/2023 11:00,326.8
29/04/2023 11:00,29/04/2023 12:00,395.7
29/04/2023 12:00,29/04/2023 13:00,401.9
29/04/2023 13:00,29/04/2023 14:00,384.4
29/04/2023 14:00,29/04/2023 15:00,350.8
29/04/2023 15:00,29/04/2023 16:00,294.1
29/04/2023 16:00,29/04/2023 17:00,247.6
29/04/2023 17:00,29/04/2023 18:00,165.8
29/04/2023 18:00,29/04/2023 19:00,103.8
29/04/2023 19:00,29/04/2023 20:00,53.5
29/04/2023 20:00,29/04/2023 21:00,7.9
29/04/2023 21:00,29/04/2023 22:00,0
29/04/2023 22:00,29/04/2023 23:00,0
29/04/2023 23:00,30/04/2023 00:00,0
30/04/2023 00:00,30/04/2023 01:00,0
30/04/2023 01:00,30/04/2023 02:00,0
30/04/2023 02:00,30/04/2023 03:00,0
30/04/2023 03:00,30/04/2023 04:00,0
30/04/2023 04:00,30/04/2023 05:00,0
30/04/2023 05:00,30/04/2023 06:00,0.1
30/04/2023 06:00,30/04/2023 07:00,22.7
30/04/2023 07:00,30/04/2023 08:00,62.6
30/04/2023 08:00,30/04/2023 09:00,97.7
30/04/2023 09:00,30/04/2023 10:00,128
30/04/2023 10:00,30/04/2023 11:00,196.8
30/04/2023 11:00,30/04/2023 12:00,277.9
30/04/2023 12:00,30/04/2023 13:00,293.5
30/04/2023 13:00,30/04/2023 14:00,299.4
30/04/2023 14:00,30/04/2023 15:00,284
30/04/2023 15:00,30/04/2023 16:00,278.6
30/04/2023 16:00,30/04/2023 17:00,246.8
30/04/2023 17:00,30/04/2023 18:00,206.8
30/04/2023 18:00,30/04/2023 19:00,143.7
30/04/2023 19:00,30/04/2023 20:00,85
30/04/2023 20:00,30/04/2023 21:00,22.9
30/04/2023 21:00,30/04/2023 22:00,0
30/04/2023 22:00,30/04/2023 23:00,0
30/04/2023 23:00,01/05/2023 00:00,0
