StartTime,EndTime,WindPowerGeneration
24/04/2023 14:00,24/04/2023 15:00,791
24/04/2023 15:00,24/04/2023 16:00,620
24/04/2023 16:00,24/04/2023 17:00,430
24/04/2023 17:00,24/04/2023 18:00,353
24/04/2023 18:00,24/04/2023 19:00,260
24/04/2023 19:00,24/04/2023 20:00,315
24/04/2023 20:00,24/04/2023 21:00,423
24/04/2023 21:00,24/04/2023 22:00,587
24/04/2023 22:00,24/04/2023 23:00,665
24/04/2023 23:00,25/04/2023 00:00,698
25/04/2023 00:00,25/04/2023 01:00,662
25/04/2023 01:00,25/04/2023 02:00,710
25/04/2023 02:00,25/04/2023 03:00,806
25/04/2023 03:00,25/04/2023 04:00,978
25/04/2023 04:00,25/04/2023 05:00,1065
25/04/2023 05:00,25/04/2023 06:00,1081
25/04/2023 06:00,25/04/2023 07:00,1308
25/04/2023 07:00,25/04/2023 08:00,1459
25/04/2023 08:00,25/04/2023 09:00,1428
25/04/2023 09:00,25/04/2023 10:00,1354
25/04/2023 10:00,25/04/2023 11:00,1474
25/04/2023 11:00,25/04/2023 12:00,1637
25/04/2023 12:00,25/04/2023 13:00,2002
25/04/2023 13:00,25/04/2023 14:00,2271
25/04/2023 14:00,25/04/2023 15:00,2542
25/04/2023 15:00,25/04/2023 16:00,2705
25/04/2023 16:00,25/04/2023 17:00,2922
25/04/2023 17:00,25/04/2023 18:00,2918
25/04/2023 18:00,25/04/2023 19:00,2976
25/04/2023 19:00,25/04/2023 20:00,3030
25/04/2023 20:00,25/04/2023 21:00,2928
25/04/2023 21:00,25/04/2023 22:00,2731
25/04/2023 22:00,25/04/2023 23:00,2666
25/04/2023 23:00,26/04/2023 00:00,2601
26/04/2023 00:00,26/04/2023 01:00,2441
26/04/2023 01:00,26/04/2023 02:00,2233
26/04/2023 02:00,26/04/2023 03:00,1982
26/04/2023 03:00,26/04/2023 04:00,1761
26/04/2023 04:00,26/04/2023 05:00,1630
26/04/2023 05:00,26/04/2023 06:00,1578
26/04/2023 06:00,26/04/2023 07:00,1469
26/04/2023 07:00,26/04/2023 08:00,1344
26/04/2023 08:00,26/04/2023 09:00,1226
26/04/2023 09:00,26/04/2023 10:00,1227
26/04/2023 10:00,26/04/2023 11:00,1265
26/04/2023 11:00,26/04/2023 12:00,1224
26/04/2023 12:00,26/04/2023 13:00,1202
26/04/2023 13:00,26/04/2023 14:00,1431
26/04/2023 14:00,26/04/2023 15:00,1480
26/04/2023 15:00,26/04/2023 16:00,1582
26/04/2023 16:00,26/04/2023 17:00,1618
26/04/2023 17:00,26/04/2023 18:00,1524
26/04/2023 18:00,26/04/2023 19:00,1304
26/04/2023 19:00,26/04/2023 20:00,1258
26/04/2023 20:00,26/04/2023 21:00,1418
26/04/2023 21:00,26/04/2023 22:00,1259
26/04/2023 22:00,26/04/2023 23:00,1226
26/04/2023 23:00,27/04/2023 00:00,1365
27/04/2023 00:00,27/04/2023 01:00,1743
27/04/2023 01:00,27/04/2023 02:00,1818
27/04/2023 02:00,27/04/2023 03:00,1767
27/04/2023 03:00,27/04/2023 04:00,1736
27/04/2023 04:00,27/04/2023 05:00,1762
27/04/2023 05:00,27/04/2023 06:00,1843
27/04/2023 06:00,27/04/2023 07:00,1683
27/04/2023 07:00,27/04/2023 08:00,1464
27/04/2023 08:00,27/04/2023 09:00,1125
27/04/2023 09:00,27/04/2023 10:00,877
27/04/2023 10:00,27/04/2023 11:00,787
27/04/2023 11:00,27/04/2023 12:00,733
27/04/2023 12:00,27/04/2023 13:00,857
27/04/2023 13:00,27/04/2023 14:00,926
27/04/2023 14:00,27/04/2023 15:00,985
27/04/2023 15:00,27/04/2023 16:00,1075
27/04/2023 16:00,27/04/2023 17:00,1178
27/04/2023 17:00,27/04/2023 18:00,1168
27/04/2023 18:00,27/04/2023 19:00,971
27/04/2023 19:00,27/04/2023 20:00,732
27/04/2023 20:00,27/04/2023 21:00,604
27/04/2023 21:00,27/04/2023 22:00,540
27/04/2023 22:00,27/04/2023 23:00,616
27/04/2023 23:00,28/04/2023 00:00,656
28/04/2023 00:00,28/04/2023 01:00,689
28/04/2023 01:00,28/04/2023 02:00,853
28/04/2023 02:00,28/04/2023 03:00,966
28/04/2023 03:00,28/04/2023 04:00,1096
28/04/2023 04:00,28/04/2023 05:00,1087
28/04/2023 05:00,28/04/2023 06:00,996
28/04/2023 06:00,28/04/2023 07:00,934
28/04/2023 07:00,28/04/2023 08:00,867
28/04/2023 08:00,28/04/2023 09:00,657
28/04/2023 09:00,28/04/2023 10:00,504
28/04/2023 10:00,28/04/2023 11:00,424
28/04/2023 11:00,28/04/2023 12:00,427
28/04/2023 12:00,28/04/2023 13:00,435
28/04/2023 13:00,28/04/2023 14:00,445
28/04/2023 14:00,28/04/2023 15:00,416
28/04/2023 15:00,28/04/2023 16:00,388
28/04/2023 16:00,28/04/2023 17:00,322
28/04/2023 17:00,28/04/2023 18:00,314
28/04/2023 18:00,28/04/2023 19:00,310
28/04/2023 19:00,28/04/2023 20:00,294
28/04/2023 20:00,28/04/2023 21:00,296
28/04/2023 21:00,28/04/2023 22:00,296
28/04/2023 22:00,28/04/2023 23:00,294
28/04/2023 23:00,29/04/2023 00:00,289
29/04/2023 00:00,29/04/2023 01:00,290
29/04/2023 01:00,29/04/2023 02:00,288
29/04/2023 02:00,29/04/2023 03:00,302
29/04/2023 03:00,29/04/2023 04:00,444
29/04/2023 04:00,29/04/2023 05:00,444
29/04/2023 05:00,29/04/2023 06:00,475
29/04/2023 06:00,29/04/2023 07:00,514
29/04/2023 07:00,29/04/2023 08:00,499
29/04/2023 08:00,29/04/2023 09:00,545
29/04/2023 09:00,29/04/2023 10:00,595
29/04/2023 10:00,29/04/2023 11:00,660
29/04/2023 11:00,29/04/2023 12:00,841
29/04/2023 12:00,29/04/2023 13:00,1066
29/04/2023 13:00,29/04/2023 14:00,1194
29/04/2023 14:00,29/04/2023 15:00,1304
29/04/2023 15:00,29/04/2023 16:00,1541
29/04/2023 16:00,29/04/2023 17:00,1557
29/04/2023 17:00,29/04/2023 18:00,1464
29/04/2023 18:00,29/04/2023 19:00,1546
29/04/2023 19:00,29/04/2023 20:00,1432
29/04/2023 20:00,29/04/2023 21:00,1479
29/04/2023 21:00,29/04/2023 22:00,1484
29/04/2023 22:00,29/04/2023 23:00,1902
29/04/2023 23:00,30/04/2023 00:00,2000
30/04/2023 00:00,30/04/2023 01:00,2101
30/04/2023 01:00,30/04/2023 02:00,2342
30/04/2023 02:00,30/04/2023 03:00,2381
30/04/2023 03:00,30/04/2023 04:00,1918
30/04/2023 04:00,30/04/2023 05:00,1644
30/04/2023 05:00,30/04/2023 06:00,1402
30/04/2023 06:00,30/04/2023 07:00,1136
30/04/2023 07:00,30/04/2023 08:00,977
30/04/2023 08:00,30/04/2023 09:00,905
30/04/2023 09:00,30/04/2023 10:00,1014
30/04/2023 10:00,30/04/2023 11:00,1219
30/04/2023 11:00,30/04/2023 12:00,1346
30/04/2023 12:00,30/04/2023 13:00,1295
30/04/2023 13:00,30/04/2023 14:00,1155
30/04/2023 14:00,30/04/2023 15:00,905
30/04/2023 15:00,30/04/2023 16:00,746
30/04/2023 16:00,30/04/2023 17:00,983
30/04/2023 17:00,30/04/2023 18:00,1126
30/04/2023 18:00,30/04/2023 19:00,1367
30/04/2023 19:00,30/04/2023 20:00,1504
30/04/2023 20:00,30/04/2023 21:00,1464
30/04/2023 21:00,30/04/2023 22:00,1588
30/04/2023 22:00,30/04/2023 23:00,1732
30/04/2023 23:00,01/05/2023 00:00,1764
